,,,,,batchNumber,VGS,fT_plt,fmax_plt,nf_min,gain
,,,,,min,min,min,min,min,min
VDS,Wg,nfing,gdg_val,gsg_val,,,,,,
28,37.5,8,37,48,36834,-1.6,29.40380889,108.187768,-1.2779473999999995,1.1966818
28,37.5,8,37,63,36835,-1.6,29.24396584,108.1240991,-1.2731623,1.0441634
28,37.5,8,37,78,36836,-1.6,29.111766600000006,108.0681271,-1.2693213,0.8969046999999999
28,37.5,8,52,33,36837,-1.6,29.50070312,108.3030952,-1.2779944,0.8467511999999999
28,37.5,8,52,48,36838,-1.6,29.28650505,108.2400442,-1.2706013,0.6713744
28,37.5,8,52,63,36839,-1.6,29.11932105,108.1843896,-1.2650435,0.5087573000000001
28,37.5,8,52,78,36840,-1.6,28.98111024,108.134767,-1.2605685,0.3543298
28,50.0,2,22,33,36349,-1.6,29.58435143,106.8548525,-1.3006405,3.2565907000000003
28,50.0,2,22,48,36350,-1.6,29.40484852,106.783957,-1.2949159,3.2420452
28,50.0,2,22,63,36351,-1.6,29.25944641,106.7223604,-1.2906341,3.2290356
28,50.0,2,22,78,36352,-1.6,29.13566907,106.66794,-1.2871925,3.2172383
28,50.0,2,37,33,36353,-1.6,29.49627104,106.911271,-1.2988186000000002,3.0121051
28,50.0,2,37,48,36354,-1.6,29.30887461,106.8571888,-1.2922881000000002,2.9909142
28,50.0,2,37,63,36355,-1.6,29.15734427,106.8079512,-1.2873511,2.9725904
28,50.0,2,37,78,36356,-1.6,29.02849074,106.7633144,-1.2833499,2.9563062
28,50.0,2,52,33,36357,-1.6,29.40470875,106.9385841,-1.2935743999999998,2.7378607999999995
28,50.0,2,52,48,36358,-1.6,29.20807564,106.8953353,-1.286003,2.7089866
28,50.0,2,52,63,36359,-1.6,29.0493416,106.8540829,-1.2802268,2.6845173
28,50.0,2,52,78,36360,-1.6,28.9144827,106.8157795,-1.275513,2.6630449
28,50.0,4,22,33,36517,-1.6,29.93915771,106.8590638,-1.3036095,3.0930456000000004
28,50.0,4,22,48,36518,-1.6,29.77240966,106.7881583,-1.2979545,3.0247827000000003
28,50.0,4,22,63,36519,-1.6,29.63841605,106.7265555,-1.2937364,2.9584375
28,50.0,4,22,78,36520,-1.6,29.52522445,106.6721302,-1.2903542,2.8932441000000004
28,50.0,4,37,33,36521,-1.6,29.85258322,106.91551090000002,-1.302264,2.7778811
28,50.0,4,37,48,36522,-1.6,29.67831416,106.861397,-1.2959055,2.696244
28,50.0,4,37,63,36523,-1.6,29.53856853,106.8121382,-1.291122,2.6190559
28,50.0,4,37,78,36524,-1.6,29.42060486,106.7674857,-1.2872615,2.5446627
28,50.0,4,52,33,36525,-1.6,29.76285222,106.9428652,-1.2975883999999998,2.4472338
28,50.0,4,52,48,36526,-1.6,29.57989485,106.8995776,-1.290312,2.3516372000000003
28,50.0,4,52,63,36527,-1.6,29.43334713,106.8582985,-1.2847966999999998,2.2633306
28,50.0,4,52,78,36528,-1.6,29.30976907,106.8199751,-1.2803208,2.1796498
28,50.0,6,22,33,36685,-1.6,30.51490642,106.8600574,-1.3055541000000002,2.2613796
28,50.0,6,22,48,36686,-1.6,30.36929352,106.78914509999998,-1.300032,2.1660882000000004
28,50.0,6,22,63,36687,-1.6,30.25463394,106.7275366,-1.2959316,2.071918
28,50.0,6,22,78,36688,-1.6,30.15927265,106.6731064,-1.292657,1.9784009
28,50.0,6,37,33,36689,-1.6,30.42996897,106.91651090000002,-1.3049752,1.8619858
28,50.0,6,37,48,36690,-1.6,30.27735812,106.8623887,-1.2989158,1.7540474999999998
28,50.0,6,37,63,36691,-1.6,30.157532,106.813124,-1.2943955,1.6503731
28,50.0,6,37,78,36692,-1.6,30.05787474,106.76846670000002,-1.2907743,1.5494112
28,50.0,6,52,33,36693,-1.6,30.34225681,106.9438744,-1.3012268,1.4541191999999998
28,50.0,6,52,48,36694,-1.6,30.18176964,106.900577,-1.2944493,1.3334028999999998
28,50.0,6,52,63,36695,-1.6,30.05534627,106.85929109999998,-1.2893716,1.2203305
28,50.0,6,52,78,36696,-1.6,29.95121739,106.8209624,-1.2852925,1.1121566
28,50.0,8,22,33,36853,-1.6,30.47114422,106.8603077,-1.3064989,1.0249841999999998
28,50.0,8,22,48,36854,-1.6,30.34046709,106.7893942,-1.3010282,0.9056767
28,50.0,8,22,63,36855,-1.6,30.23945839,106.7277844,-1.2969761,0.787574
28,50.0,8,22,78,36856,-1.6,30.15659229,106.673353,-1.2937472,0.6703621
28,50.0,8,37,33,36857,-1.6,30.38835202,106.916762,-1.3061124,0.5633429
28,50.0,8,37,48,36858,-1.6,30.25151364,106.8626381,-1.3001713,0.4332771
28,50.0,8,37,63,36859,-1.6,30.14548165,106.8133721,-1.2957605,0.3078666
28,50.0,8,37,78,36860,-1.6,30.05873145,106.7687138,-1.2922423,0.1855978
28,50.0,8,52,33,36861,-1.6,30.30309611,106.9441281,-1.3025951999999998,0.0995451
28,50.0,8,52,48,36862,-1.6,30.15922914,106.9008283,-1.2960167,-0.041231300000000005
28,50.0,8,52,63,36863,-1.6,30.04759997,106.8595408,-1.2911223,-0.17373870000000002
28,50.0,8,52,78,36864,-1.6,29.95628578,106.8212109,-1.2872151,-0.3007818
28,62.5,2,22,33,36373,-1.6,29.97001017,105.3031861,-1.3230049,3.4261244
28,62.5,2,22,48,36374,-1.6,29.83062388,105.2559933,-1.3173026,3.4173159
28,62.5,2,22,63,36375,-1.6,29.71714901,105.2115615,-1.3130483999999998,3.4089882000000005
28,62.5,2,22,78,36376,-1.6,29.62013182,105.1705822,-1.3096359,3.4012084
28,62.5,2,37,33,36377,-1.6,29.89364439,105.3340992,-1.3226745,3.1638664
28,62.5,2,37,48,36378,-1.6,29.74764278,105.3036893,-1.3163472,3.148458
28,62.5,2,37,63,36379,-1.6,29.628948,105.27163600000002,-1.3115832,3.1348497
28,62.5,2,37,78,36380,-1.6,29.52760027,105.2404793,-1.3077343,3.1226093
28,62.5,2,52,33,36381,-1.6,29.81643583,105.3447563,-1.3191597,2.8765717
28,62.5,2,52,48,36382,-1.6,29.66273512,105.3251203,-1.3120056,2.8536349
28,62.5,2,52,63,36383,-1.6,29.53797822,105.3010368,-1.3065738000000002,2.8340012000000003
28,62.5,2,52,78,36384,-1.6,29.43143748,105.2762176,-1.3021572,2.8166714
28,62.5,4,22,33,36541,-1.6,30.40505961,105.3063756,-1.3265116,2.7621554
28,62.5,4,22,48,36542,-1.6,30.27890009,105.2591906,-1.3208767,2.701337
28,62.5,4,22,63,36543,-1.6,30.17739312,105.2147653,-1.3166847,2.6409114
28,62.5,4,22,78,36544,-1.6,30.09145711,105.1737909,-1.3133306,2.5807696
28,62.5,4,37,33,36545,-1.6,30.3301199,105.3373024,-1.3266693,2.4467473
28,62.5,4,37,48,36546,-1.6,30.19785044,105.3068735,-1.320514,2.3745172
28,62.5,4,37,63,36547,-1.6,30.09153959,105.2748084,-1.3159040000000002,2.304986
28,62.5,4,37,78,36548,-1.6,30.00167038,105.2436434,-1.3121967,2.2372272
28,62.5,4,52,33,36549,-1.6,30.25483909,105.3479962,-1.3237371,2.1211766
28,62.5,4,52,48,36550,-1.6,30.11539791,105.32833259999998,-1.3168813,2.0369673
28,62.5,4,52,63,36551,-1.6,30.00350278,105.3042308,-1.311714,1.9580222
28,62.5,4,52,78,36552,-1.6,29.90898848,105.2793981,-1.3075389,1.8824952
28,62.5,6,22,33,36709,-1.6,31.12108902,105.3069997,-1.3287228000000002,1.6157211
28,62.5,6,22,48,36710,-1.6,31.01725042,105.259813,-1.3232193,1.5355486
28,62.5,6,22,63,36711,-1.6,30.93608258,105.2153855,-1.3191441000000002,1.454727
28,62.5,6,22,78,36712,-1.6,30.86900268,105.1744086,-1.3158968,1.3735782
28,62.5,6,37,33,36713,-1.6,31.04788095,105.3379272,-1.3296543,1.2406674
28,62.5,6,37,48,36714,-1.6,30.93858254,105.3074948,-1.3237979,1.1507629
28,62.5,6,37,63,36715,-1.6,30.85316717,105.2754273,-1.3194513,1.062852
28,62.5,6,37,78,36716,-1.6,30.78276591,105.2442601,-1.3159836,0.9763224
28,62.5,6,52,33,36717,-1.6,30.97489401,105.3486276,-1.3276603,0.8623436
28,62.5,6,52,48,36718,-1.6,30.85920692,105.3289587,-1.3213059,0.7624001
28,62.5,6,52,63,36719,-1.6,30.76901389,105.3048533,-1.3165790000000002,0.6672968
28,62.5,6,52,78,36720,-1.6,30.69462431,105.2800179,-1.3128038,0.5753981
28,62.5,8,22,33,36877,-1.6,31.05015629,105.3070337,-1.3298285,0.1583528
28,62.5,8,22,48,36878,-1.6,30.96190194,105.2598487,-1.3243762,0.0619253
28,62.5,8,22,63,36879,-1.6,30.89483359,105.215422,-1.3203492,-0.035413199999999985
28,62.5,8,22,78,36880,-1.6,30.84089297,105.1744454,-1.3171476999999998,-0.1330942
28,62.5,8,37,33,36881,-1.6,30.97934122,105.3379586,-1.3309566000000002,-0.260753
28,62.5,8,37,48,36882,-1.6,30.88619413,105.3075275,-1.3252195,-0.3651135
28,62.5,8,37,63,36883,-1.6,30.81542994,105.2754607,-1.3209836,-0.4675854
28,62.5,8,37,78,36884,-1.6,30.75857503,105.2442942,-1.3176202,-0.5686015
28,62.5,8,52,33,36885,-1.6,30.9092419,105.34865990000002,-1.329199,-0.6782743
28,62.5,8,52,48,36886,-1.6,30.81045115,105.3289914,-1.3230466,-0.7908043
28,62.5,8,52,63,36887,-1.6,30.7353697,105.3048865,-1.3185062,-0.8984812
28,62.5,8,52,78,36888,-1.6,30.67513415,105.28005149999998,-1.3149058999999998,-1.0028163
28,75.0,2,22,33,36397,-1.6,30.26251215,103.5903533,-1.3498796,3.4337762
28,75.0,2,22,48,36398,-1.6,30.15120802,103.570039,-1.3441162,3.4298268
28,75.0,2,22,63,36399,-1.6,30.06013859,103.545132,-1.3398243,3.4254519
28,75.0,2,22,78,36400,-1.6,29.9820357,103.5194809,-1.3363868,3.4210556000000003
28,75.0,2,37,33,36401,-1.6,30.19443929,103.592547,-1.3506167,3.1582062
28,75.0,2,37,48,36402,-1.6,30.07745111,103.5889024,-1.3443501,3.1478673
28,75.0,2,37,63,36403,-1.6,29.98185399,103.5763335,-1.3396464,3.138379
28,75.0,2,37,78,36404,-1.6,29.90004448,103.5604962,-1.3358556,3.1296623
28,75.0,2,52,33,36405,-1.6,30.12742589,103.5844941,-1.3483005,2.8620466
28,75.0,2,52,48,36406,-1.6,30.00384257,103.591508,-1.3413514,2.8444969
28,75.0,2,52,63,36407,-1.6,29.90313863,103.5868544,-1.3360956,2.8292349
28,75.0,2,52,78,36408,-1.6,29.81693279,103.577328,-1.331835,2.8156396
28,75.0,4,22,33,36565,-1.6,30.77913765,103.5928696,-1.3539583,2.3504078
28,75.0,4,22,48,36566,-1.6,30.68149986,103.5725773,-1.3482601,2.2963049
28,75.0,4,22,63,36567,-1.6,30.60278595,103.5476871,-1.3440292,2.2414076
28,75.0,4,22,78,36568,-1.6,30.53616614,103.5220488,-1.3406492,2.1861151000000003
28,75.0,4,37,33,36569,-1.6,30.71253177,103.5950657,-1.3551969,2.040356
28,75.0,4,37,48,36570,-1.6,30.60974739,103.5914114,-1.3491025,1.9764976000000003
28,75.0,4,37,63,36571,-1.6,30.52700364,103.5788376,-1.3445537,1.9139303
28,75.0,4,37,78,36572,-1.6,30.45700194,103.5629976,-1.3409055,1.8523067
28,75.0,4,52,33,36573,-1.6,30.64756238,103.5870473,-1.3534786,1.7242112
28,75.0,4,52,48,36574,-1.6,30.53873167,103.5940416,-1.3468314,1.6500452
28,75.0,4,52,63,36575,-1.6,30.45132326,103.5893754,-1.3418438999999998,1.5794766000000002
28,75.0,4,52,78,36576,-1.6,30.37749455,103.5798402,-1.3378287,1.5113247
28,75.0,6,22,33,36733,-1.6,31.6404421,103.5932432,-1.3564553,0.9391866
28,75.0,6,22,48,36734,-1.6,31.56590496,103.5729531,-1.3508874,0.8730732
28,75.0,6,22,63,36735,-1.6,31.50835869,103.5480632,-1.3467726,0.8048688
28,75.0,6,22,78,36736,-1.6,31.46138953,103.5224244,-1.3434989,0.7355008000000001
28,75.0,6,37,33,36737,-1.6,31.57573398,103.5954355,-1.3584769,0.5917856
28,75.0,6,37,48,36738,-1.6,31.4966908,103.5917814,-1.3526818,0.5180299
28,75.0,6,37,63,36739,-1.6,31.43570974,103.5792078,-1.3483969999999998,0.4444164
28,75.0,6,37,78,36740,-1.6,31.38610848,103.5633676,-1.3449891,0.3710679
28,75.0,6,52,33,36741,-1.6,31.51315022,103.5874218,-1.357709,0.2444059
28,75.0,6,52,48,36742,-1.6,31.42898478,103.5944142,-1.3515663,0.16263570000000002
28,75.0,6,52,63,36743,-1.6,31.3642343,103.5897469,-1.3470223999999995,0.0834183
28,75.0,6,52,78,36744,-1.6,31.31147325,103.5802109,-1.34341,0.0059981
28,75.0,8,22,33,36901,-1.6,31.5407043,103.5931251,-1.3577329,-0.6870170999999999
28,75.0,8,22,48,36902,-1.6,31.48228175,103.5728391,-1.3522162,-0.7633239
28,75.0,8,22,63,36903,-1.6,31.43932915,103.5479516,-1.3481497,-0.8422668
28,75.0,8,22,78,36904,-1.6,31.40580984,103.5223143,-1.344922,-0.9226083
28,75.0,8,37,33,36905,-1.6,31.47836463,103.5953121,-1.3599561000000002,-1.0652948
28,75.0,8,37,48,36906,-1.6,31.41608758,103.5916615,-1.3542816999999998,-1.1476766
28,75.0,8,37,63,36907,-1.6,31.37028918,103.5790903,-1.3501091,-1.2303809
28,75.0,8,37,78,36908,-1.6,31.33462824,103.563252,-1.3468071,-1.3130135
28,75.0,8,52,33,36909,-1.6,31.41867113,103.587298,-1.3594305,-1.4399355
28,75.0,8,52,48,36910,-1.6,31.35215298,103.5942929,-1.3534933,-1.5287171
28,75.0,8,52,63,36911,-1.6,31.30312648,103.5896276,-1.3491392,-1.615352
28,75.0,8,52,78,36912,-1.6,31.26498478,103.5800933,-1.3457053999999995,-1.7003555
28,87.5,2,22,33,36421,-1.6,30.50342612,101.7747426,-1.3816943000000002,3.3490627
28,87.5,2,22,48,36422,-1.6,30.41295251,101.7836064,-1.3758068,3.3492191
28,87.5,2,22,63,36423,-1.6,30.33854209,101.7799175,-1.3714289,3.3481779
28,87.5,2,22,78,36424,-1.6,30.27449951,101.7709341,-1.3679266,3.346631
28,87.5,2,37,33,36425,-1.6,30.44152142,101.7458852,-1.3832721,3.0636240000000003
28,87.5,2,37,48,36426,-1.6,30.34610695,101.7712537,-1.3769696000000002,3.0576706
28,87.5,2,37,63,36427,-1.6,30.26781437,101.7798372,-1.3722507,3.0517399
28,87.5,2,37,78,36428,-1.6,30.20052528,101.7806462,-1.3684552,3.0460618
28,87.5,2,52,33,36429,-1.6,30.38220833,101.717636,-1.3818594,2.7616672
28,87.5,2,52,48,36430,-1.6,30.28111083,101.7535033,-1.3749784,2.7488804
28,87.5,2,52,63,36431,-1.6,30.19833402,101.7699227,-1.3697909,2.7374771
28,87.5,2,52,78,36432,-1.6,30.12729062,101.7770013,-1.3655962,2.7271741
28,87.5,4,22,33,36589,-1.6,31.10338308,101.7767876,-1.3863886,1.8992183
28,87.5,4,22,48,36590,-1.6,31.02692294,101.7856861,-1.3805643,1.851478
28,87.5,4,22,63,36591,-1.6,30.96515426,101.7820234,-1.3762462,1.8019649
28,87.5,4,22,78,36592,-1.6,30.91298776,101.7730599,-1.3728006,1.7514900000000002
28,87.5,4,37,33,36593,-1.6,31.04305443,101.747923,-1.3884832,1.5981815
28,87.5,4,37,48,36594,-1.6,30.96212081,101.7732895,-1.3823537,1.542058
28,87.5,4,37,63,36595,-1.6,30.89695066,101.781874,-1.3777909,1.4860428999999995
28,87.5,4,37,78,36596,-1.6,30.84189406,101.7826849,-1.3741393999999998,1.4302675
28,87.5,4,52,33,36597,-1.6,30.98575437,101.7197073,-1.3876859,1.2941421
28,87.5,4,52,48,36598,-1.6,30.89970092,101.7555611,-1.3811111,1.2291055
28,87.5,4,52,63,36599,-1.6,30.83071064,101.7719727,-1.3761963,1.1662486
28,87.5,4,52,78,36600,-1.6,30.77238773,101.7790463,-1.3722515,1.1049494
28,87.5,6,22,33,36757,-1.6,32.11550862,101.77698,-1.3891948,0.26414340000000003
28,87.5,6,22,48,36758,-1.6,32.0629616,101.785884,-1.3835001,0.211067
28,87.5,6,22,63,36759,-1.6,32.02301229,101.7822238,-1.3792977,0.1546818
28,87.5,6,22,78,36760,-1.6,31.99120689,101.7732613,-1.3759581,0.0964003
28,87.5,6,37,33,36761,-1.6,32.05702319,101.7481078,-1.3920841,-0.055041699999999985
28,87.5,6,37,48,36762,-1.6,32.00083654,101.7734775,-1.386255,-0.1142219
28,87.5,6,37,63,36763,-1.6,31.95807278,101.7820643,-1.3819575000000002,-0.1748125
28,87.5,6,37,78,36764,-1.6,31.92409115,101.7828768,-1.3785477,-0.2360953
28,87.5,6,52,33,36765,-1.6,32.00224011,101.7198954,-1.3922518,-0.3720486
28,87.5,6,52,48,36766,-1.6,31.94184629,101.7557501,-1.3861854999999998,-0.437698
28,87.5,6,52,63,36767,-1.6,31.8961012,101.7721626,-1.3817182,-0.502707
28,87.5,6,52,78,36768,-1.6,31.85984496,101.7792369,-1.37818,-0.5671121
28,87.5,8,22,33,36925,-1.6,31.98529984,101.7767478,-1.3906579,-1.4922118999999998
28,87.5,8,22,48,36926,-1.6,31.94912928,101.7856578,-1.3850145,-1.5508476999999998
28,87.5,8,22,63,36927,-1.6,31.92422932,101.7820014,-1.3808607,-1.6135513
28,87.5,8,22,78,36928,-1.6,31.90624756,101.7730414,-1.3775677,-1.6785575
28,87.5,8,37,33,36929,-1.6,31.92934469,101.7478679,-1.3937547,-1.833026
28,87.5,8,37,48,36930,-1.6,31.89023117,101.773243,-1.3880481000000002,-1.8964332
28,87.5,8,37,63,36931,-1.6,31.8632081,101.7818337,-1.3838647,-1.9619689
28,87.5,8,37,78,36932,-1.6,31.84348891,101.7826491,-1.3805627,-2.0285842
28,87.5,8,52,33,36933,-1.6,31.87795888,101.7196542,-1.3941714,-2.1689699
28,87.5,8,52,48,36934,-1.6,31.83512654,101.7555131,-1.3883148,-2.2374613
28,87.5,8,52,63,36935,-1.6,31.80568905,101.7719289,-1.3840415,-2.3060026
28,87.5,8,52,78,36936,-1.6,31.78436932,101.7790058,-1.3806857,-2.3743172
28,100.0,2,22,33,36445,-1.6,30.71418876,99.9014375,-1.4188354,3.2070127
28,100.0,2,22,48,36446,-1.6,30.6398152,99.9411881,-1.4127704,3.210683
28,100.0,2,22,63,36447,-1.6,30.57851691,99.9599992,-1.4082658,3.2124909
28,100.0,2,22,78,36448,-1.6,30.52519807,99.9687094,-1.4046655,3.2133767000000004
28,100.0,2,37,33,36449,-1.6,30.65712582,99.8398418,-1.4211273000000002,2.914575
28,100.0,2,37,48,36450,-1.6,30.57845074,99.8958498,-1.4147147,2.9124427
28,100.0,2,37,63,36451,-1.6,30.51352734,99.9268194,-1.4099233,2.909608
28,100.0,2,37,78,36452,-1.6,30.45761495,99.9452703,-1.4060756,2.9065718
28,100.0,2,52,33,36453,-1.6,30.60381432,99.7903491,-1.4204433,2.6092865
28,100.0,2,52,48,36454,-1.6,30.5201776,99.8566323,-1.413531,2.6007152
28,100.0,2,52,63,36455,-1.6,30.45138289,99.8953191,-1.4083341,2.5927241000000003
28,100.0,2,52,78,36456,-1.6,30.39220925,99.9199719,-1.4041409,2.5853301
28,100.0,4,22,33,36613,-1.6,31.39942597,99.9031351,-1.4241973,1.4304513
28,100.0,4,22,48,36614,-1.6,31.33941397,99.9429322,-1.4181936000000002,1.3888393
28,100.0,4,22,63,36615,-1.6,31.29098109,99.961778,-1.4137476999999998,1.3446168
28,100.0,4,22,78,36616,-1.6,31.24996841,99.9705149,-1.4102035,1.2989402
28,100.0,4,37,33,36617,-1.6,31.34400125,99.8415236,-1.4270237,1.1407284
28,100.0,4,37,48,36618,-1.6,31.28012137,99.8975364,-1.4207853,1.0918673
28,100.0,4,37,63,36619,-1.6,31.22867376,99.9285121,-1.4161515,1.0420921
28,100.0,4,37,78,36620,-1.6,31.18521332,99.9469692,-1.4124498,0.9919412
28,100.0,4,52,33,36621,-1.6,31.29266041,99.7920641,-1.4269747,0.8503537
28,100.0,4,52,48,36622,-1.6,31.22452378,99.858339,-1.4203737,0.7937458000000001
28,100.0,4,52,63,36623,-1.6,31.16972912,99.897022,-1.4154548999999998,0.7380846
28,100.0,4,52,78,36624,-1.6,31.12351761,99.921673,-1.4115167,0.6832274
28,100.0,6,22,33,36781,-1.6,32.56853859,99.9031888,-1.4273403,-0.394171
28,100.0,6,22,48,36782,-1.6,32.53297975,99.9429943,-1.4214657,-0.4352484
28,100.0,6,22,63,36783,-1.6,32.50690062,99.9618446,-1.4171353,-0.4806804
28,100.0,6,22,78,36784,-1.6,32.48703034,99.97058359999998,-1.4136972,-0.5286542
28,100.0,6,37,33,36785,-1.6,32.51501765,99.8415664,-1.4309755,-0.6860142
28,100.0,6,37,48,36786,-1.6,32.47641995,99.8975849,-1.4250395,-0.7320224
28,100.0,6,37,63,36787,-1.6,32.44815613,99.9285648,-1.420673,-0.7807630999999999
28,100.0,6,37,78,36788,-1.6,32.42651319,99.9470248,-1.4172148,-0.8310238999999999
28,100.0,6,52,33,36789,-1.6,32.46633372,99.7921092,-1.4319088,-0.9741894
28,100.0,6,52,48,36790,-1.6,32.42441658,99.8583871,-1.4258217,-1.025444
28,100.0,6,52,63,36791,-1.6,32.39380184,99.8970727,-1.4213553,-1.077681
28,100.0,6,52,78,36792,-1.6,32.37030601,99.9217258,-1.4178283,-1.1303373
28,100.0,8,22,33,36949,-1.6,32.40596337,99.9028657,-1.4290047,-2.2518211
28,100.0,8,22,48,36950,-1.6,32.38746204,99.942679,-1.4231817,-2.2949327
28,100.0,8,22,63,36951,-1.6,32.376567800000004,99.9615341,-1.4189005,-2.3433137000000004
28,100.0,8,22,78,36952,-1.6,32.37083369,99.9702765,-1.4155096,-2.3947700000000003
28,100.0,8,37,33,36953,-1.6,32.35501617,99.8412337,-1.4328542,-2.5589214
28,100.0,8,37,48,36954,-1.6,32.33409096,99.8972592,-1.427043,-2.60583
28,100.0,8,37,63,36955,-1.6,32.32157706,99.9282441,-1.422793,-2.6563653
28,100.0,8,37,78,36956,-1.6,32.31508714,99.9467079,-1.419445,-2.7089465
28,100.0,8,52,33,36957,-1.6,32.30977337,99.7917744,-1.4340444,-2.8603176
28,100.0,8,52,48,36958,-1.6,32.28614627,99.858058,-1.4281719,-2.9112739
28,100.0,8,52,63,36959,-1.6,32.27209027,99.8967479,-1.4239042,-2.9640953
28,100.0,8,52,78,36960,-1.6,32.26401068,99.9214044,-1.4205644,-3.0178597000000003
